DIPPA_00007.mRNA.1	PF10002:DUF2243,PF15663:zf-CCCH_3
DIPPA_00014.mRNA.1	PF01547:SBP_bac_1,PF06195:DUF996
DIPPA_00016.mRNA.1	PF00397:WW,PF10428:SOG2
DIPPA_00021.mRNA.1	PF07724:AAA_2,PF07724:AAA_2
DIPPA_00033.mRNA.1	PF00538:Linker_histone,PF15233:SYCE1
DIPPA_00054.mRNA.1	PF07719:TPR_2,PF07719:TPR_2
DIPPA_00062.mRNA.1	PF00153:Mito_carr,PF00153:Mito_carr,PF00153:Mito_carr
DIPPA_00065.mRNA.1	PF01325:Fe_dep_repress,PF01325:Fe_dep_repress,PF04917:Shufflon_N
DIPPA_00066.mRNA.1	PF12329:TMF_DNA_bd,PF10368:YkyA,PF06005:ZapB,PF13180:PDZ_2,PF17820:PDZ_6
DIPPA_00067.mRNA.1	PF06255:MafB,PF06255:MafB
DIPPA_00069.mRNA.1	PF06005:ZapB,PF13391:HNH_2
DIPPA_00069.mRNA.2	PF06005:ZapB,PF13391:HNH_2
DIPPA_00069.mRNA.3	PF06005:ZapB,PF15188:CCDC-167
DIPPA_00099.mRNA.1	PF16740:SKA2,PF16740:SKA2
DIPPA_00108.mRNA.1	PF00428:Ribosomal_60s,PF03107:C1_2
DIPPA_00109.mRNA.1	PF11387:DUF2795,PF20175:Tra1_central
DIPPA_00110.mRNA.1	PF10002:DUF2243,PF15663:zf-CCCH_3
DIPPA_00126.mRNA.1	PF00982:Glyco_transf_20,PF02358:Trehalose_PPase
DIPPA_00143.mRNA.1	PF13913:zf-C2HC_2,PF19460:DUF5997
DIPPA_00148.mRNA.1	PF20692:cpSF2-GREB1,PF20692:cpSF2-GREB1,PF20692:cpSF2-GREB1
DIPPA_00154.mRNA.2	PF10602:RPN7,PF01399:PCI
DIPPA_00179.mRNA.1	PF22137:T6SS_Tle1-like_C,PF22137:T6SS_Tle1-like_C
DIPPA_00180.mRNA.1	PF08287:DASH_Spc19,PF09728:Taxilin
DIPPA_00183.mRNA.1	PF12624:Chorein_N,PF16908:VPS13_ext_chorein,PF01436:NHL,PF01436:NHL,PF01436:NHL,PF01436:NHL,PF01436:NHL,PF08719:NADAR,PF16909:VPS13_DH-like,PF16909:VPS13_DH-like,PF21679:VPS13_C
DIPPA_00185.mRNA.1	PF12937:F-box-like,PF01563:Alpha_E3_glycop
DIPPA_00187.mRNA.1	PF01535:PPR,PF17177:PPR_long,PF17177:PPR_long
DIPPA_00191.mRNA.1	PF09727:CortBP2,PF00515:TPR_1,PF00515:TPR_1,PF00515:TPR_1
DIPPA_00192.mRNA.1	PF12678:zf-rbx1,PF00612:IQ,PF12678:zf-rbx1
DIPPA_00195.mRNA.1	PF05377:FlaC_arch,PF08614:ATG16,PF09787:Golgin_A5,PF05458:Siva
DIPPA_00200.mRNA.1	PF08239:SH3_3,PF17820:PDZ_6
DIPPA_00203.mRNA.2	PF05719:GPP34,PF13639:zf-RING_2
DIPPA_00215.mRNA.1	PF08402:TOBE_2,PF08402:TOBE_2
DIPPA_00217.mRNA.1	PF13627:LPAM_2,PF00595:PDZ
DIPPA_00247.mRNA.1	PF09351:DUF1993,PF09351:DUF1993
DIPPA_00247.mRNA.2	PF09351:DUF1993,PF09351:DUF1993
DIPPA_00254.mRNA.1	PF05383:La,PF00013:KH_1,PF09770:PAT1,PF00013:KH_1
DIPPA_00255.mRNA.1	PF18345:zf_CCCH_4,PF15325:MRI
DIPPA_00258.mRNA.1	PF08337:Plexin_cytopl,PF13913:zf-C2HC_2
DIPPA_00261.mRNA.1	PF13041:PPR_2,PF13041:PPR_2,PF13428:TPR_14
DIPPA_00270.mRNA.1	PF13499:EF-hand_7,PF03969:AFG1_ATPase,PF03969:AFG1_ATPase
DIPPA_00281.mRNA.1	PF00023:Ank,PF10500:SR-25
DIPPA_00287.mRNA.1	PF07974:EGF_2,PF04616:Glyco_hydro_43,PF04616:Glyco_hydro_43
DIPPA_00288.mRNA.1	PF04567:RNA_pol_Rpb2_5,PF11459:AbiEi_3
DIPPA_00289.mRNA.1	PF00038:Filament,PF00038:Filament
DIPPA_00304.mRNA.1	PF10323:7TM_GPCR_Srv,PF01628:HrcA
DIPPA_00306.mRNA.1	PF02322:Cyt_bd_oxida_II,PF15192:TMEM213
DIPPA_00308.mRNA.1	PF10135:Rod-binding,PF11932:DUF3450,PF11932:DUF3450
DIPPA_00314.mRNA.1	PF06743:FAST_1,PF06743:FAST_1
DIPPA_00321.mRNA.1	PF19893:DUF6366,PF20882:Sos7,PF19893:DUF6366
DIPPA_00322.mRNA.1	PF11985:Phage_Mu_Gp27,PF13812:PPR_3,PF13812:PPR_3
DIPPA_00324.mRNA.1	PF13913:zf-C2HC_2,PF19460:DUF5997
DIPPA_00333.mRNA.1	PF02146:SIR2,PF00349:Hexokinase_1
DIPPA_00339.mRNA.1	PF00636:Ribonuclease_3,PF00636:Ribonuclease_3
DIPPA_00353.mRNA.1	PF00078:RVT_1,PF00078:RVT_1
DIPPA_00356.mRNA.1	PF15387:DUF4611,PF04931:DNA_pol_phi,PF13249:SQHop_cyclase_N
DIPPA_00360.mRNA.1	PF00078:RVT_1,PF00075:RNase_H
DIPPA_00365.mRNA.1	PF12072:RNase_Y_N,PF10002:DUF2243
DIPPA_00367.mRNA.1	PF05598:DUF772,PF00078:RVT_1,PF00078:RVT_1
DIPPA_00371.mRNA.1	PF00078:RVT_1,PF05598:DUF772,PF00078:RVT_1,PF00078:RVT_1
DIPPA_00374.mRNA.1	PF14559:TPR_19,PF21834:DUF6894,PF07719:TPR_2,PF13424:TPR_12,PF00515:TPR_1,PF07719:TPR_2,PF13428:TPR_14,PF00515:TPR_1,PF07719:TPR_2,PF00515:TPR_1
DIPPA_00394.mRNA.1	PF00397:WW,PF00397:WW
DIPPA_00397.mRNA.1	PF00560:LRR_1,PF13516:LRR_6,PF12799:LRR_4
DIPPA_00404.mRNA.2	PF00069:Pkinase,PF19354:DUF5931
DIPPA_00406.mRNA.1	PF02183:HALZ,PF22467:KH-I_CeGLD3_rpt3,PF00013:KH_1,PF00013:KH_1,PF00013:KH_1,PF00013:KH_1,PF00013:KH_1,PF00013:KH_1
DIPPA_00412.mRNA.1	PF11719:Drc1-Sld2,PF11719:Drc1-Sld2,PF11719:Drc1-Sld2
DIPPA_00415.mRNA.1	PF01391:Collagen,PF03604:DNA_RNApol_7kD,PF03107:C1_2
DIPPA_00422.mRNA.1	PF10708:DUF2510,PF10708:DUF2510,PF10708:DUF2510,PF10708:DUF2510,PF10708:DUF2510
DIPPA_00438.mRNA.1	PF14582:Metallophos_3,PF06414:Zeta_toxin
DIPPA_00439.mRNA.1	PF00078:RVT_1,PF17917:RT_RNaseH
DIPPA_00441.mRNA.1	PF00589:Phage_integrase,PF00589:Phage_integrase
DIPPA_00446.mRNA.2	PF16131:Torus,PF16131:Torus
DIPPA_00449.mRNA.2	PF02724:CDC45,PF19288:CofH_C
DIPPA_00449.mRNA.3	PF15928:DUF4746,PF19288:CofH_C,PF21773:ODAD1_CC
DIPPA_00464.mRNA.1	PF12000:Glyco_trans_4_3,PF12000:Glyco_trans_4_3
DIPPA_00467.mRNA.1	PF07647:SAM_2,PF07647:SAM_2,PF00069:Pkinase,PF03109:ABC1
DIPPA_00467.mRNA.2	PF07647:SAM_2,PF07647:SAM_2,PF00069:Pkinase,PF03109:ABC1
DIPPA_00486.mRNA.1	PF21467:BetaGal_gal-bd,PF00144:Beta-lactamase
DIPPA_00487.mRNA.1	PF21467:BetaGal_gal-bd,PF00144:Beta-lactamase
DIPPA_00488.mRNA.1	PF21467:BetaGal_gal-bd,PF00144:Beta-lactamase
DIPPA_00493.mRNA.1	PF21647:DUF6857,PF18346:SH3_15
DIPPA_00494.mRNA.1	PF06017:Myosin_TH1,PF16423:COE1_HLH,PF16631:TUTF7_u4
DIPPA_00497.mRNA.1	PF21467:BetaGal_gal-bd,PF00144:Beta-lactamase
DIPPA_00498.mRNA.1	PF11021:DUF2613,PF05064:Nsp1_C,PF14918:MTBP_N
DIPPA_00500.mRNA.1	PF00934:PE,PF21214:SelB_WH_2nd_bact,PF21214:SelB_WH_2nd_bact
DIPPA_00501.mRNA.1	PF19085:Choline_bind_2,PF19085:Choline_bind_2
DIPPA_00502.mRNA.1	PF02724:CDC45,PF10225:NEMP
DIPPA_00506.mRNA.1	PF14015:DUF4231,PF01062:Bestrophin
DIPPA_00507.mRNA.1	PF13385:Laminin_G_3,PF13385:Laminin_G_3,PF13385:Laminin_G_3,PF13385:Laminin_G_3,PF13385:Laminin_G_3,PF13385:Laminin_G_3,PF13385:Laminin_G_3,PF13385:Laminin_G_3,PF13385:Laminin_G_3,PF13385:Laminin_G_3,PF13385:Laminin_G_3
DIPPA_00513.mRNA.1	PF20572:DUF6781,PF20572:DUF6781
DIPPA_00519.mRNA.1	PF00226:DnaJ,PF22238:RIP_P131-like
DIPPA_00539.mRNA.1	PF04954:SIP,PF00205:TPP_enzyme_M
DIPPA_00546.mRNA.1	PF13191:AAA_16,PF00071:Ras,PF13202:EF-hand_5
DIPPA_00557.mRNA.1	PF01263:Aldose_epim,PF03641:Lysine_decarbox
DIPPA_00561.mRNA.1	PF06943:zf-LSD1,PF06676:DUF1178
DIPPA_00572.mRNA.1	PF00664:ABC_membrane,PF00005:ABC_tran,PF02825:WWE,PF00005:ABC_tran,PF00664:ABC_membrane,PF00005:ABC_tran
DIPPA_00586.mRNA.1	PF00078:RVT_1,PF00078:RVT_1
DIPPA_00600.mRNA.1	PF11483:DUF3209,PF05773:RWD
DIPPA_00606.mRNA.1	PF07719:TPR_2,PF13371:TPR_9,PF07719:TPR_2
DIPPA_00637.mRNA.1	PF00153:Mito_carr,PF00153:Mito_carr,PF00153:Mito_carr
DIPPA_00641.mRNA.1	PF03766:Remorin_N,PF03766:Remorin_N,PF03766:Remorin_N
DIPPA_00649.mRNA.2	PF10721:DUF2514,PF00789:UBX
DIPPA_00656.mRNA.1	PF00888:Cullin,PF00888:Cullin,PF10557:Cullin_Nedd8
DIPPA_00657.mRNA.1	PF05347:Complex1_LYR,PF10211:Ax_dynein_light
DIPPA_00665.mRNA.2	PF00013:KH_1,PF01485:IBR,PF01485:IBR,PF03107:C1_2,PF03107:C1_2
DIPPA_00670.mRNA.1	PF21214:SelB_WH_2nd_bact,PF21214:SelB_WH_2nd_bact,PF21214:SelB_WH_2nd_bact
DIPPA_00679.mRNA.1	PF08239:SH3_3,PF05238:CENP-N
DIPPA_00688.mRNA.1	PF03912:Psb28,PF18932:DUF5681
DIPPA_00697.mRNA.1	PF00078:RVT_1,PF00078:RVT_1
DIPPA_00700.mRNA.1	PF00160:Pro_isomerase,PF15397:DUF4618
DIPPA_00702.mRNA.1	PF08247:ENOD40,PF08432:Vfa1
DIPPA_00709.mRNA.1	PF01585:G-patch,PF04388:Hamartin
DIPPA_00712.mRNA.1	PF03995:Inhibitor_I36,PF03995:Inhibitor_I36,PF13688:Reprolysin_5
DIPPA_00713.mRNA.1	PF13812:PPR_3,PF13812:PPR_3
DIPPA_00723.mRNA.1	PF13570:PQQ_3,PF13570:PQQ_3
DIPPA_00737.mRNA.1	PF00404:Dockerin_1,PF00404:Dockerin_1
DIPPA_00741.mRNA.1	PF00078:RVT_1,PF00075:RNase_H
DIPPA_00742.mRNA.1	PF03995:Inhibitor_I36,PF03995:Inhibitor_I36,PF13688:Reprolysin_5
DIPPA_00744.mRNA.1	PF04519:Bactofilin,PF04519:Bactofilin
DIPPA_00745.mRNA.1	PF14608:zf-CCCH_2,PF14608:zf-CCCH_2,PF14608:zf-CCCH_2,PF14608:zf-CCCH_2,PF14608:zf-CCCH_2,PF14608:zf-CCCH_2,PF14608:zf-CCCH_2,PF14608:zf-CCCH_2,PF02825:WWE
DIPPA_00754.mRNA.1	PF05988:DUF899,PF03184:DDE_1
DIPPA_00757.mRNA.1	PF12072:RNase_Y_N,PF09278:MerR-DNA-bind,PF09278:MerR-DNA-bind,PF22628:zf-CCCH_10
DIPPA_00769.mRNA.1	PF02338:OTU,PF03372:Exo_endo_phos
DIPPA_00776.mRNA.1	PF17177:PPR_long,PF13812:PPR_3
DIPPA_00781.mRNA.1	PF15908:HMMR_C,PF15908:HMMR_C
DIPPA_00784.mRNA.1	PF12501:DUF3708,PF13949:ALIX_LYPXL_bnd,PF04336:ACP_PD
DIPPA_00796.mRNA.1	PF18044:zf-CCCH_4,PF11575:FhuF_C
DIPPA_00808.mRNA.1	PF09471:Peptidase_M64,PF00335:Tetraspanin,PF13499:EF-hand_7,PF13499:EF-hand_7,PF11727:ISG65-75,PF13499:EF-hand_7,PF13499:EF-hand_7
DIPPA_00821.mRNA.1	PF09976:TPR_21,PF09976:TPR_21,PF00612:IQ
DIPPA_00829.mRNA.1	PF17177:PPR_long,PF13041:PPR_2,PF13041:PPR_2,PF13812:PPR_3
DIPPA_00837.mRNA.1	PF01833:TIG,PF01476:LysM,PF01476:LysM
DIPPA_00840.mRNA.1	PF00514:Arm,PF00514:Arm,PF00514:Arm,PF00514:Arm,PF16695:Tai4
DIPPA_00848.mRNA.1	PF03223:V-ATPase_C,PF00754:F5_F8_type_C,PF04777:Evr1_Alr,PF03223:V-ATPase_C
DIPPA_00849.mRNA.1	PF00078:RVT_1,PF19871:DUF6344
DIPPA_00861.mRNA.1	PF15908:HMMR_C,PF15908:HMMR_C
DIPPA_00863.mRNA.1	PF10571:UPF0547,PF21639:ORC5_lid
DIPPA_00869.mRNA.1	PF00023:Ank,PF00023:Ank,PF00023:Ank
DIPPA_00893.mRNA.1	PF04977:DivIC,PF04977:DivIC,PF04977:DivIC
DIPPA_00899.mRNA.1	PF04119:HSP9_HSP12,PF04119:HSP9_HSP12,PF04119:HSP9_HSP12
DIPPA_00902.mRNA.1	PF08614:ATG16,PF06005:ZapB,PF08614:ATG16,PF08614:ATG16,PF08614:ATG16,PF08614:ATG16,PF06156:YabA,PF17414:MatP_C,PF08614:ATG16,PF06156:YabA
DIPPA_00909.mRNA.1	PF04119:HSP9_HSP12,PF04119:HSP9_HSP12,PF04119:HSP9_HSP12,PF04119:HSP9_HSP12,PF04119:HSP9_HSP12
DIPPA_00911.mRNA.1	PF04119:HSP9_HSP12,PF04119:HSP9_HSP12,PF04119:HSP9_HSP12,PF04119:HSP9_HSP12,PF04119:HSP9_HSP12,PF04119:HSP9_HSP12,PF04119:HSP9_HSP12,PF04119:HSP9_HSP12
DIPPA_00914.mRNA.1	PF00573:Ribosomal_L4,PF00573:Ribosomal_L4
DIPPA_00915.mRNA.1	PF05622:HOOK,PF00170:bZIP_1
DIPPA_00925.mRNA.1	PF01166:TSC22,PF21019:Spectrin_3,PF11067:DUF2868
DIPPA_00932.mRNA.1	PF13432:TPR_16,PF13432:TPR_16,PF13424:TPR_12,PF13432:TPR_16,PF13432:TPR_16,PF07719:TPR_2
DIPPA_00940.mRNA.1	PF04063:DUF383,PF04826:Arm_2,PF14559:TPR_19
DIPPA_00941.mRNA.1	PF00612:IQ,PF00612:IQ
DIPPA_00955.mRNA.1	PF01175:Urocanase,PF05160:DSS1_SEM1
