PF04275	P-mevalo_kinase	4.0983112993444655
PF01378	IgG_binding_B	2.1672646822916306
PF19108	DUF5795	2.6093799338686097
PF10158	LOH1CR12	2.1990350281968376
PF03343	SART-1	3.0341705552082834
PF21600	ZSWIM1-3_helical	5.218759867737219
PF02403	Seryl_tRNA_N	0.20077300919415988
PF02348	CTP_transf_3	1.7162850230819293
PF05072	Herpes_UL43	17.97820769809902
PF00578	AhpC-TSA	1.1943765564003486
PF00568	WH1	0.6181748926991906
PF16733	NRho	5.659402566033006
PF15073	SPATA48	17.97820769809902
PF19799	DUF6282	1.5912850230819293
PF10423	AMNp_N	16.97820769809902
PF15336	Auts2	5.46441506579262
PF14654	Epiglycanin_C	3.994551924524755
PF00822	PMP22_Claudin	1.2627949869862438
PF13538	UvrD_C_2	0.45881652231601294
PF14657	Arm-DNA-bind_4	3.195641539619804
PF16770	RTT107_BRCT_5	1.799155649672233
PF11778	SID	5.46441506579262
PF10295	DUF2406	5.46441506579262
PF00741	Gas_vesicle	3.078649039475573
PF07728	AAA_5	0.3622981783354717
PF03378	CAS_CSE1	1.9843921224069543
PF00392	GntR	0.6305915280750475
PF12820	BRCT_assoc	2.9037552158923443
PF07022	Phage_CI_repr	3.848311299344466
PF05043	Mga	1.497820769809902
PF06382	Protamine_like	17.97820769809902
PF17941	PP_kinase_C_1	1.9143924336282239
PF15980	ComGF	17.97820769809902
PF19358	DUF5935	17.97820769809902
PF12637	TSCPD	16.97820769809902
PF07534	TLD	0.6936863667649635
PF17469	GP68	16.393245197377862
PF05485	THAP	0.5472126206660982
PF22096	TagH_C	3.9140699008029145
PF05955	Herpes_gp2	17.97820769809902
PF04151	PPC	1.3454645742042006
PF02985	HEAT	0.06575050845452153
PF08930	DUF1912	7.98910384904951
PF05277	DUF726	3.994551924524755
PF16658	RF3_C	2.3211801851499234
PF06777	HBB	1.297820769809902
PF09095	AmyA-gluTrfs_C	15.393245197377864
PF19273	Exportin-5	7.696622598688932
PF16421	E2F_CC-MB	1.3170852776041417
PF05992	SbmA_BacA	5.659402566033006
PF17500	CKI	8.48910384904951
PF01628	HrcA	0.2305056266350884
PF08365	IGF2_C	4.602760898885569
PF21263	Acyl-CoA-dh_C	8.98910384904951
PF07555	NAGidase	3.9140699008029145
PF15375	DUF4602	17.97820769809902
PF02246	B1	17.97820769809902
PF09361	Phasin_2	4.0983112993444655
PF20444	DUF6703	17.97820769809902
PF01077	NIR_SIR	1.4576315197854064
PF05269	Phage_CII	17.97820769809902
PF06083	IL17	17.97820769809902
PF15344	FAM217	5.326069232699673
PF21317	BetaGal_ABD_1	2.6341705552082835
PF06050	HGD-D	2.565540866229644
PF11476	TgMIC1	8.48910384904951
PF22099	MRS2-like	1.0608566820546195
PF01082	Cu2_monooxygen	4.407773398645183
PF16177	ACAS_N	5.0886538990893575
PF04999	FtsL	1.896356597005177
PF02102	Peptidase_M35	5.46441506579262
PF05268	GP38	7.585426388020708
PF22199	FKBP26_IF	5.218759867737219
PF17602	DUF5498	5.659402566033006
PF13732	DUF4162	1.7792351060060008
PF13734	Inhibitor_I69	3.6640699008029145
PF10122	Mu-like_Com	8.196622598688931
PF22741	PTP-NADK	1.896356597005177
PF07501	G5	1.2350809341200237
PF06337	DUSP	0.8242331902655874
PF02202	Tachykinin	7.404141348328354
PF18296	MID_MedPIWI	2.3796279966596545
PF03954	Lectin_N	1.736343107106085
PF09381	Porin_OmpG	8.48910384904951
PF03010	GP4	17.97820769809902
PF22213	CPV_RdRP_C	7.98910384904951
PF03307	Adeno_E3_15_3	8.48910384904951
PF00276	Ribosomal_L23	0.985252515127439
PF06293	Kdo	1.4071317102490501
PF04031	Las1	3.195641539619804
PF00902	TatC	1.075246746007617
PF20191	DUF6554	2.115468956665244
PF14811	TPD	7.98910384904951
